Month,SKU_ID,SKU_Description,Product_Group,UoM,Actual_Demand_units,Supplier_LeadTime_days,Transit_days,OnHand_Inventory_units,Planned_Receipts_units,MOQ_units,Unit_Cost_USD,Shelf_Life_days,Planned_Receipt_Date,Actual_Receipt_Date,Customer_Priority
01/02/2025 00:00,SKU0035,Packaging Grade B,Packaging,kg,662,29,8,981,540,1713,"2,9",1095,08/02/2025 00:00,07/02/2025 00:00,High
01/03/2025 00:00,SKU0035,Packaging Grade B,Packaging,kg,822,29,8,31,384,1713,"2,9",1095,08/03/2025 00:00,07/03/2025 00:00,High
01/04/2025 00:00,SKU0035,Packaging Grade B,Packaging,kg,533,29,7,156,227,1713,"2,9",1095,08/04/2025 00:00,08/04/2025 00:00,High
01/05/2025 00:00,SKU0035,Packaging Grade B,Packaging,kg,1177,29,13,724,790,1713,"2,9",1095,08/05/2025 00:00,12/05/2025 00:00,High
01/06/2025 00:00,SKU0035,Packaging Grade B,Packaging,kg,571,29,9,0,569,1713,"2,9",1095,08/06/2025 00:00,10/06/2025 00:00,High
01/07/2025 00:00,SKU0035,Packaging Grade B,Packaging,kg,581,29,3,711,732,1713,"2,9",1095,08/07/2025 00:00,12/07/2025 00:00,High
01/08/2025 00:00,SKU0035,Packaging Grade B,Packaging,kg,666,29,14,211,678,1713,"2,9",1095,08/08/2025 00:00,05/08/2025 00:00,High
01/11/2024 00:00,SKU0036,Solvents Grade B,Solvents,kg,212,36,6,361,45,1356,"16,72",1095,08/11/2024 00:00,12/11/2024 00:00,Medium
01/12/2024 00:00,SKU0036,Solvents Grade B,Solvents,kg,222,36,3,128,188,1356,"16,72",1095,08/12/2024 00:00,08/12/2024 00:00,Medium
01/01/2025 00:00,SKU0036,Solvents Grade B,Solvents,kg,161,36,6,228,77,1356,"16,72",1095,08/01/2025 00:00,15/01/2025 00:00,Medium
01/02/2025 00:00,SKU0036,Solvents Grade B,Solvents,kg,274,36,7,136,184,1356,"16,72",1095,08/02/2025 00:00,05/02/2025 00:00,Medium
01/03/2025 00:00,SKU0036,Solvents Grade B,Solvents,kg,253,36,4,47,90,1356,"16,72",1095,08/03/2025 00:00,12/03/2025 00:00,Medium
01/04/2025 00:00,SKU0036,Solvents Grade B,Solvents,kg,191,36,4,28,249,1356,"16,72",1095,08/04/2025 00:00,08/04/2025 00:00,Medium
01/05/2025 00:00,SKU0036,Solvents Grade B,Solvents,kg,262,36,5,325,129,1356,"16,72",1095,08/05/2025 00:00,10/05/2025 00:00,Medium
01/06/2025 00:00,SKU0036,Solvents Grade B,Solvents,kg,207,36,5,197,253,1356,"16,72",1095,08/06/2025 00:00,12/06/2025 00:00,Medium
01/07/2025 00:00,SKU0036,Solvents Grade B,Solvents,kg,193,36,12,198,165,1356,"16,72",1095,08/07/2025 00:00,08/07/2025 00:00,Medium
01/08/2025 00:00,SKU0036,Solvents Grade B,Solvents,kg,193,36,2,0,116,1356,"16,72",1095,08/08/2025 00:00,18/08/2025 00:00,Medium
01/11/2024 00:00,SKU0037,Additives Grade A,Additives,litre,704,57,11,694,293,5914,"17,08",365,08/11/2024 00:00,07/11/2024 00:00,High
01/12/2024 00:00,SKU0037,Additives Grade A,Additives,litre,922,57,9,1189,622,5914,"17,08",365,08/12/2024 00:00,18/12/2024 00:00,High
01/01/2025 00:00,SKU0037,Additives Grade A,Additives,litre,804,57,8,105,760,5914,"17,08",365,08/01/2025 00:00,13/01/2025 00:00,High
01/02/2025 00:00,SKU0037,Additives Grade A,Additives,litre,1063,57,8,1674,0,5914,"17,08",365,,,High
01/03/2025 00:00,SKU0037,Additives Grade A,Additives,litre,840,57,2,492,837,5914,"17,08",365,08/03/2025 00:00,13/03/2025 00:00,High
01/04/2025 00:00,SKU0037,Additives Grade A,Additives,litre,999,57,12,0,481,5914,"17,08",365,08/04/2025 00:00,17/04/2025 00:00,High
01/05/2025 00:00,SKU0037,Additives Grade A,Additives,litre,974,57,8,1370,198,5914,"17,08",365,08/05/2025 00:00,06/05/2025 00:00,High
01/06/2025 00:00,SKU0037,Additives Grade A,Additives,litre,1071,57,8,1296,262,5914,"17,08",365,08/06/2025 00:00,18/06/2025 00:00,High
01/07/2025 00:00,SKU0037,Additives Grade A,Additives,litre,626,57,5,342,426,5914,"17,08",365,08/07/2025 00:00,06/07/2025 00:00,High
01/08/2025 00:00,SKU0037,Additives Grade A,Additives,litre,808,57,2,1236,331,5914,"17,08",365,08/08/2025 00:00,06/08/2025 00:00,High
01/11/2024 00:00,SKU0038,Additives Grade A,Additives,litre,158,29,3,243,102,5580,"14,93",365,08/11/2024 00:00,10/11/2024 00:00,Medium
01/12/2024 00:00,SKU0038,Additives Grade A,Additives,litre,160,29,8,192,147,5580,"14,93",365,08/12/2024 00:00,07/12/2024 00:00,Medium
01/01/2025 00:00,SKU0038,Additives Grade A,Additives,litre,188,29,8,154,47,5580,"14,93",365,08/01/2025 00:00,17/01/2025 00:00,Medium
01/02/2025 00:00,SKU0038,Additives Grade A,Additives,litre,202,29,4,0,97,5580,"14,93",365,08/02/2025 00:00,13/02/2025 00:00,Medium
01/03/2025 00:00,SKU0038,Additives Grade A,Additives,litre,131,29,9,3,95,5580,"14,93",365,08/03/2025 00:00,08/03/2025 00:00,Medium
01/04/2025 00:00,SKU0038,Additives Grade A,Additives,litre,214,29,4,119,283,5580,"14,93",365,08/04/2025 00:00,05/04/2025 00:00,Medium
01/05/2025 00:00,SKU0038,Additives Grade A,Additives,litre,146,29,9,16,142,5580,"14,93",365,08/05/2025 00:00,08/05/2025 00:00,Medium
01/06/2025 00:00,SKU0038,Additives Grade A,Additives,litre,247,29,7,177,89,5580,"14,93",365,08/06/2025 00:00,05/06/2025 00:00,Medium
01/07/2025 00:00,SKU0038,Additives Grade A,Additives,litre,176,29,11,217,72,5580,"14,93",365,08/07/2025 00:00,18/07/2025 00:00,Medium
01/08/2025 00:00,SKU0038,Additives Grade A,Additives,litre,242,29,6,295,174,5580,"14,93",365,08/08/2025 00:00,09/08/2025 00:00,Medium
01/11/2024 00:00,SKU0039,Packaging Grade B,Packaging,kg,136,25,4,165,94,713,"0,79",1095,08/11/2024 00:00,08/11/2024 00:00,Low
01/12/2024 00:00,SKU0039,Packaging Grade B,Packaging,kg,172,25,6,164,137,713,"0,79",1095,08/12/2024 00:00,12/12/2024 00:00,Low
01/01/2025 00:00,SKU0039,Packaging Grade B,Packaging,kg,133,25,10,189,119,713,"0,79",1095,08/01/2025 00:00,12/01/2025 00:00,Low
01/02/2025 00:00,SKU0039,Packaging Grade B,Packaging,kg,106,25,8,40,43,713,"0,79",1095,08/02/2025 00:00,11/02/2025 00:00,Low
01/03/2025 00:00,SKU0039,Packaging Grade B,Packaging,kg,137,25,9,231,69,713,"0,79",1095,08/03/2025 00:00,07/03/2025 00:00,Low
01/04/2025 00:00,SKU0039,Packaging Grade B,Packaging,kg,142,25,8,0,109,713,"0,79",1095,08/04/2025 00:00,05/04/2025 00:00,Low
01/05/2025 00:00,SKU0039,Packaging Grade B,Packaging,kg,151,25,4,124,140,713,"0,79",1095,08/05/2025 00:00,05/05/2025 00:00,Low
01/06/2025 00:00,SKU0039,Packaging Grade B,Packaging,kg,117,25,10,64,135,713,"0,79",1095,08/06/2025 00:00,16/06/2025 00:00,Low
01/07/2025 00:00,SKU0039,Packaging Grade B,Packaging,kg,77,25,8,70,41,713,"0,79",1095,08/07/2025 00:00,15/07/2025 00:00,Low
01/08/2025 00:00,SKU0039,Packaging Grade B,Packaging,kg,69,25,3,22,0,713,"0,79",1095,,,Low
01/11/2024 00:00,SKU0040,Solvents Grade A,Solvents,litre,281,42,3,361,170,1545,"24,04",365,08/11/2024 00:00,10/11/2024 00:00,Medium
01/12/2024 00:00,SKU0040,Solvents Grade A,Solvents,litre,301,42,9,203,337,1545,"24,04",365,08/12/2024 00:00,11/12/2024 00:00,Medium
01/01/2025 00:00,SKU0040,Solvents Grade A,Solvents,litre,245,42,7,0,0,1545,"24,04",365,,,Medium
01/02/2025 00:00,SKU0040,Solvents Grade A,Solvents,litre,329,42,7,384,168,1545,"24,04",365,08/02/2025 00:00,18/02/2025 00:00,Medium
01/03/2025 00:00,SKU0040,Solvents Grade A,Solvents,litre,223,42,9,179,235,1545,"24,04",365,08/03/2025 00:00,18/03/2025 00:00,Medium
01/04/2025 00:00,SKU0040,Solvents Grade A,Solvents,litre,158,42,1,153,122,1545,"24,04",365,08/04/2025 00:00,10/04/2025 00:00,Medium
01/05/2025 00:00,SKU0040,Solvents Grade A,Solvents,litre,145,42,1,23,64,1545,"24,04",365,08/05/2025 00:00,10/05/2025 00:00,Medium
01/06/2025 00:00,SKU0040,Solvents Grade A,Solvents,litre,381,42,5,327,409,1545,"24,04",365,08/06/2025 00:00,17/06/2025 00:00,Medium
01/07/2025 00:00,SKU0040,Solvents Grade A,Solvents,litre,325,42,4,0,289,1545,"24,04",365,08/07/2025 00:00,07/07/2025 00:00,Medium
01/08/2025 00:00,SKU0040,Solvents Grade A,Solvents,litre,326,42,2,0,293,1545,"24,04",365,08/08/2025 00:00,10/08/2025 00:00,Medium
01/11/2024 00:00,SKU0041,Packaging Grade B,Packaging,litre,174,29,10,56,136,6635,"19,04",365,08/11/2024 00:00,12/11/2024 00:00,Medium
01/12/2024 00:00,SKU0041,Packaging Grade B,Packaging,litre,199,29,1,382,165,6635,"19,04",365,08/12/2024 00:00,15/12/2024 00:00,Medium
01/01/2025 00:00,SKU0041,Packaging Grade B,Packaging,litre,169,29,13,275,115,6635,"19,04",365,08/01/2025 00:00,15/01/2025 00:00,Medium
01/02/2025 00:00,SKU0041,Packaging Grade B,Packaging,litre,272,29,4,140,73,6635,"19,04",365,08/02/2025 00:00,06/02/2025 00:00,Medium
01/03/2025 00:00,SKU0041,Packaging Grade B,Packaging,litre,243,29,10,241,96,6635,"19,04",365,08/03/2025 00:00,09/03/2025 00:00,Medium
01/04/2025 00:00,SKU0041,Packaging Grade B,Packaging,litre,281,29,4,283,250,6635,"19,04",365,08/04/2025 00:00,18/04/2025 00:00,Medium
01/05/2025 00:00,SKU0041,Packaging Grade B,Packaging,litre,271,29,8,271,1,6635,"19,04",365,08/05/2025 00:00,05/05/2025 00:00,Medium
01/06/2025 00:00,SKU0041,Packaging Grade B,Packaging,litre,218,29,16,127,240,6635,"19,04",365,08/06/2025 00:00,16/06/2025 00:00,Medium
01/07/2025 00:00,SKU0041,Packaging Grade B,Packaging,litre,216,29,4,85,149,6635,"19,04",365,08/07/2025 00:00,05/07/2025 00:00,Medium
01/08/2025 00:00,SKU0041,Packaging Grade B,Packaging,litre,186,29,8,189,132,6635,"19,04",365,08/08/2025 00:00,09/08/2025 00:00,Medium
01/11/2024 00:00,SKU0042,Additives Grade B,Additives,kg,121,17,1,141,59,3746,"19,73",1095,08/11/2024 00:00,16/11/2024 00:00,Low
01/12/2024 00:00,SKU0042,Additives Grade B,Additives,kg,75,17,5,139,45,3746,"19,73",1095,08/12/2024 00:00,17/12/2024 00:00,Low
01/01/2025 00:00,SKU0042,Additives Grade B,Additives,kg,93,17,7,158,108,3746,"19,73",1095,08/01/2025 00:00,07/01/2025 00:00,Low
01/02/2025 00:00,SKU0042,Additives Grade B,Additives,kg,109,17,9,34,131,3746,"19,73",1095,08/02/2025 00:00,08/02/2025 00:00,Low
01/03/2025 00:00,SKU0042,Additives Grade B,Additives,kg,82,17,5,31,22,3746,"19,73",1095,08/03/2025 00:00,07/03/2025 00:00,Low
01/04/2025 00:00,SKU0042,Additives Grade B,Additives,kg,148,17,10,47,155,3746,"19,73",1095,08/04/2025 00:00,05/04/2025 00:00,Low
01/05/2025 00:00,SKU0042,Additives Grade B,Additives,kg,136,17,8,8,137,3746,"19,73",1095,08/05/2025 00:00,05/05/2025 00:00,Low
01/06/2025 00:00,SKU0042,Additives Grade B,Additives,kg,124,17,7,0,1,3746,"19,73",1095,08/06/2025 00:00,16/06/2025 00:00,Low
01/07/2025 00:00,SKU0042,Additives Grade B,Additives,kg,120,17,7,92,27,3746,"19,73",1095,08/07/2025 00:00,16/07/2025 00:00,Low
01/08/2025 00:00,SKU0042,Additives Grade B,Additives,kg,121,17,9,0,109,3746,"19,73",1095,08/08/2025 00:00,18/08/2025 00:00,Low
01/11/2024 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,416,43,8,325,383,904,"23,45",730,08/11/2024 00:00,17/11/2024 00:00,Medium
01/12/2024 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,428,43,1,432,76,904,"23,45",730,08/12/2024 00:00,18/12/2024 00:00,Medium
01/01/2025 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,410,43,2,248,522,904,"23,45",730,08/01/2025 00:00,09/01/2025 00:00,Medium
01/02/2025 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,384,43,8,144,284,904,"23,45",730,08/02/2025 00:00,10/02/2025 00:00,Medium
01/03/2025 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,412,43,6,282,46,904,"23,45",730,08/03/2025 00:00,07/03/2025 00:00,Medium
01/04/2025 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,411,43,10,74,440,904,"23,45",730,08/04/2025 00:00,16/04/2025 00:00,Medium
01/05/2025 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,388,43,13,548,303,904,"23,45",730,08/05/2025 00:00,13/05/2025 00:00,Medium
01/06/2025 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,441,43,5,586,480,904,"23,45",730,08/06/2025 00:00,09/06/2025 00:00,Medium
01/07/2025 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,399,43,8,0,362,904,"23,45",730,08/07/2025 00:00,12/07/2025 00:00,Medium
01/08/2025 00:00,SKU0043,Surfactants Grade B,Surfactants,litre,443,43,7,238,466,904,"23,45",730,08/08/2025 00:00,17/08/2025 00:00,Medium
01/11/2024 00:00,SKU0044,Packaging Grade B,Packaging,kg,607,23,7,20,650,5299,"2,41",1095,08/11/2024 00:00,05/11/2024 00:00,Medium
01/12/2024 00:00,SKU0044,Packaging Grade B,Packaging,kg,652,23,4,815,586,5299,"2,41",1095,08/12/2024 00:00,18/12/2024 00:00,Medium
01/01/2025 00:00,SKU0044,Packaging Grade B,Packaging,kg,583,23,12,280,342,5299,"2,41",1095,08/01/2025 00:00,09/01/2025 00:00,Medium
01/02/2025 00:00,SKU0044,Packaging Grade B,Packaging,kg,549,23,3,1067,299,5299,"2,41",1095,08/02/2025 00:00,07/02/2025 00:00,Medium
01/03/2025 00:00,SKU0044,Packaging Grade B,Packaging,kg,408,23,3,249,60,5299,"2,41",1095,08/03/2025 00:00,16/03/2025 00:00,Medium
01/04/2025 00:00,SKU0044,Packaging Grade B,Packaging,kg,575,23,6,526,242,5299,"2,41",1095,08/04/2025 00:00,05/04/2025 00:00,Medium
01/05/2025 00:00,SKU0044,Packaging Grade B,Packaging,kg,519,23,7,179,167,5299,"2,41",1095,08/05/2025 00:00,08/05/2025 00:00,Medium
01/06/2025 00:00,SKU0044,Packaging Grade B,Packaging,kg,610,23,4,815,298,5299,"2,41",1095,08/06/2025 00:00,17/06/2025 00:00,Medium
01/07/2025 00:00,SKU0044,Packaging Grade B,Packaging,kg,476,23,9,839,425,5299,"2,41",1095,08/07/2025 00:00,09/07/2025 00:00,Medium
01/08/2025 00:00,SKU0044,Packaging Grade B,Packaging,kg,558,23,5,561,447,5299,"2,41",1095,08/08/2025 00:00,11/08/2025 00:00,Medium
01/11/2024 00:00,SKU0045,Solvents Grade A,Solvents,litre,81,34,3,50,38,9975,"34,8",365,08/11/2024 00:00,05/11/2024 00:00,Low
01/12/2024 00:00,SKU0045,Solvents Grade A,Solvents,litre,62,34,5,26,65,9975,"34,8",365,08/12/2024 00:00,07/12/2024 00:00,Low
01/01/2025 00:00,SKU0045,Solvents Grade A,Solvents,litre,59,34,2,11,45,9975,"34,8",365,08/01/2025 00:00,06/01/2025 00:00,Low
01/02/2025 00:00,SKU0045,Solvents Grade A,Solvents,litre,67,34,4,76,7,9975,"34,8",365,08/02/2025 00:00,13/02/2025 00:00,Low
01/03/2025 00:00,SKU0045,Solvents Grade A,Solvents,litre,81,34,3,10,52,9975,"34,8",365,08/03/2025 00:00,14/03/2025 00:00,Low
01/04/2025 00:00,SKU0045,Solvents Grade A,Solvents,litre,75,34,9,8,39,9975,"34,8",365,08/04/2025 00:00,10/04/2025 00:00,Low
01/05/2025 00:00,SKU0045,Solvents Grade A,Solvents,litre,85,34,8,86,70,9975,"34,8",365,08/05/2025 00:00,14/05/2025 00:00,Low
01/06/2025 00:00,SKU0045,Solvents Grade A,Solvents,litre,41,34,8,0,55,9975,"34,8",365,08/06/2025 00:00,07/06/2025 00:00,Low
01/07/2025 00:00,SKU0045,Solvents Grade A,Solvents,litre,24,34,5,34,14,9975,"34,8",365,08/07/2025 00:00,12/07/2025 00:00,Low
01/08/2025 00:00,SKU0045,Solvents Grade A,Solvents,litre,77,34,12,104,54,9975,"34,8",365,08/08/2025 00:00,18/08/2025 00:00,Low
01/11/2024 00:00,SKU0046,Packaging Grade A,Packaging,kg,606,17,7,1112,370,252,"0,5",540,08/11/2024 00:00,12/11/2024 00:00,High
01/12/2024 00:00,SKU0046,Packaging Grade A,Packaging,kg,731,17,7,291,413,252,"0,5",540,08/12/2024 00:00,06/12/2024 00:00,High
01/01/2025 00:00,SKU0046,Packaging Grade A,Packaging,kg,528,17,5,251,273,252,"0,5",540,08/01/2025 00:00,10/01/2025 00:00,High
01/02/2025 00:00,SKU0046,Packaging Grade A,Packaging,kg,728,17,8,429,267,252,"0,5",540,08/02/2025 00:00,11/02/2025 00:00,High
01/03/2025 00:00,SKU0046,Packaging Grade A,Packaging,kg,796,17,1,1035,593,252,"0,5",540,08/03/2025 00:00,06/03/2025 00:00,High
01/04/2025 00:00,SKU0046,Packaging Grade A,Packaging,kg,442,17,4,495,490,252,"0,5",540,08/04/2025 00:00,15/04/2025 00:00,High
01/05/2025 00:00,SKU0046,Packaging Grade A,Packaging,kg,624,17,4,401,609,252,"0,5",540,08/05/2025 00:00,14/05/2025 00:00,High
01/06/2025 00:00,SKU0046,Packaging Grade A,Packaging,kg,627,17,4,611,399,252,"0,5",540,08/06/2025 00:00,06/06/2025 00:00,High
01/07/2025 00:00,SKU0046,Packaging Grade A,Packaging,kg,720,17,7,1272,590,252,"0,5",540,08/07/2025 00:00,14/07/2025 00:00,High
01/08/2025 00:00,SKU0046,Packaging Grade A,Packaging,kg,613,17,5,269,202,252,"0,5",540,08/08/2025 00:00,05/08/2025 00:00,High
01/11/2024 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,160,39,11,110,128,4439,"13,32",540,08/11/2024 00:00,12/11/2024 00:00,Low
01/12/2024 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,119,39,9,64,2,4439,"13,32",540,08/12/2024 00:00,05/12/2024 00:00,Low
01/01/2025 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,95,39,5,11,52,4439,"13,32",540,08/01/2025 00:00,13/01/2025 00:00,Low
01/02/2025 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,172,39,5,215,56,4439,"13,32",540,08/02/2025 00:00,15/02/2025 00:00,Low
01/03/2025 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,97,39,5,168,59,4439,"13,32",540,08/03/2025 00:00,10/03/2025 00:00,Low
01/04/2025 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,125,39,6,106,98,4439,"13,32",540,08/04/2025 00:00,11/04/2025 00:00,Low
01/05/2025 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,173,39,3,195,171,4439,"13,32",540,08/05/2025 00:00,17/05/2025 00:00,Low
01/06/2025 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,100,39,8,22,37,4439,"13,32",540,08/06/2025 00:00,14/06/2025 00:00,Low
01/07/2025 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,158,39,4,0,75,4439,"13,32",540,08/07/2025 00:00,11/07/2025 00:00,Low
01/08/2025 00:00,SKU0047,Surfactants Grade C,Surfactants,kg,171,39,5,170,121,4439,"13,32",540,08/08/2025 00:00,14/08/2025 00:00,Low
01/11/2024 00:00,SKU0048,Solvents Grade B,Solvents,kg,1040,53,7,115,757,247,"5,98",365,08/11/2024 00:00,07/11/2024 00:00,High
01/12/2024 00:00,SKU0048,Solvents Grade B,Solvents,kg,420,53,5,543,408,247,"5,98",365,08/12/2024 00:00,06/12/2024 00:00,High
01/01/2025 00:00,SKU0048,Solvents Grade B,Solvents,kg,829,53,9,545,894,247,"5,98",365,08/01/2025 00:00,13/01/2025 00:00,High
01/02/2025 00:00,SKU0048,Solvents Grade B,Solvents,kg,781,53,5,692,707,247,"5,98",365,08/02/2025 00:00,12/02/2025 00:00,High
01/03/2025 00:00,SKU0048,Solvents Grade B,Solvents,kg,1006,53,6,0,965,247,"5,98",365,08/03/2025 00:00,17/03/2025 00:00,High
01/04/2025 00:00,SKU0048,Solvents Grade B,Solvents,kg,615,53,7,958,257,247,"5,98",365,08/04/2025 00:00,16/04/2025 00:00,High
01/05/2025 00:00,SKU0048,Solvents Grade B,Solvents,kg,711,53,7,1028,321,247,"5,98",365,08/05/2025 00:00,14/05/2025 00:00,High
01/06/2025 00:00,SKU0048,Solvents Grade B,Solvents,kg,1181,53,4,426,728,247,"5,98",365,08/06/2025 00:00,11/06/2025 00:00,High
01/07/2025 00:00,SKU0048,Solvents Grade B,Solvents,kg,1174,53,7,789,449,247,"5,98",365,08/07/2025 00:00,13/07/2025 00:00,High
01/08/2025 00:00,SKU0048,Solvents Grade B,Solvents,kg,931,53,6,0,384,247,"5,98",365,08/08/2025 00:00,08/08/2025 00:00,High
01/11/2024 00:00,SKU0049,Packaging Grade C,Packaging,kg,567,30,7,520,475,6337,"1,11",730,08/11/2024 00:00,17/11/2024 00:00,High
01/12/2024 00:00,SKU0049,Packaging Grade C,Packaging,kg,709,30,7,627,541,6337,"1,11",730,08/12/2024 00:00,08/12/2024 00:00,High
01/01/2025 00:00,SKU0049,Packaging Grade C,Packaging,kg,661,30,6,191,734,6337,"1,11",730,08/01/2025 00:00,05/01/2025 00:00,High
01/02/2025 00:00,SKU0049,Packaging Grade C,Packaging,kg,817,30,8,265,0,6337,"1,11",730,,,High
01/03/2025 00:00,SKU0049,Packaging Grade C,Packaging,kg,718,30,12,0,460,6337,"1,11",730,08/03/2025 00:00,18/03/2025 00:00,High
01/04/2025 00:00,SKU0049,Packaging Grade C,Packaging,kg,849,30,4,709,720,6337,"1,11",730,08/04/2025 00:00,18/04/2025 00:00,High
01/05/2025 00:00,SKU0049,Packaging Grade C,Packaging,kg,619,30,8,553,312,6337,"1,11",730,08/05/2025 00:00,16/05/2025 00:00,High
01/06/2025 00:00,SKU0049,Packaging Grade C,Packaging,kg,819,30,3,342,66,6337,"1,11",730,08/06/2025 00:00,07/06/2025 00:00,High
01/07/2025 00:00,SKU0049,Packaging Grade C,Packaging,kg,722,30,3,0,783,6337,"1,11",730,08/07/2025 00:00,11/07/2025 00:00,High
01/08/2025 00:00,SKU0049,Packaging Grade C,Packaging,kg,1036,30,7,890,201,6337,"1,11",730,08/08/2025 00:00,16/08/2025 00:00,High
01/11/2024 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,165,22,12,133,127,2561,"29,23",1095,08/11/2024 00:00,06/11/2024 00:00,Medium
01/12/2024 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,268,22,6,179,179,2561,"29,23",1095,08/12/2024 00:00,06/12/2024 00:00,Medium
01/01/2025 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,315,22,6,303,236,2561,"29,23",1095,08/01/2025 00:00,11/01/2025 00:00,Medium
01/02/2025 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,295,22,11,0,165,2561,"29,23",1095,08/02/2025 00:00,10/02/2025 00:00,Medium
01/03/2025 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,266,22,6,199,319,2561,"29,23",1095,08/03/2025 00:00,07/03/2025 00:00,Medium
01/04/2025 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,202,22,7,31,129,2561,"29,23",1095,08/04/2025 00:00,13/04/2025 00:00,Medium
01/05/2025 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,204,22,11,294,93,2561,"29,23",1095,08/05/2025 00:00,14/05/2025 00:00,Medium
01/06/2025 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,257,22,9,337,179,2561,"29,23",1095,08/06/2025 00:00,18/06/2025 00:00,Medium
01/07/2025 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,227,22,11,116,95,2561,"29,23",1095,08/07/2025 00:00,17/07/2025 00:00,Medium
01/08/2025 00:00,SKU0050,Intermediates Grade B,Intermediates,kg,229,22,6,270,121,2561,"29,23",1095,08/08/2025 00:00,10/08/2025 00:00,Medium
01/11/2024 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,493,14,6,613,31,7148,"14,97",365,08/11/2024 00:00,14/11/2024 00:00,Medium
01/12/2024 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,570,14,10,737,199,7148,"14,97",365,08/12/2024 00:00,14/12/2024 00:00,Medium
01/01/2025 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,476,14,9,89,408,7148,"14,97",365,08/01/2025 00:00,10/01/2025 00:00,Medium
01/02/2025 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,434,14,7,662,264,7148,"14,97",365,08/02/2025 00:00,05/02/2025 00:00,Medium
01/03/2025 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,373,14,5,249,278,7148,"14,97",365,08/03/2025 00:00,08/03/2025 00:00,Medium
01/04/2025 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,367,14,5,64,57,7148,"14,97",365,08/04/2025 00:00,14/04/2025 00:00,Medium
01/05/2025 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,416,14,8,511,267,7148,"14,97",365,08/05/2025 00:00,10/05/2025 00:00,Medium
01/06/2025 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,382,14,1,287,256,7148,"14,97",365,08/06/2025 00:00,10/06/2025 00:00,Medium
01/07/2025 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,410,14,4,477,106,7148,"14,97",365,08/07/2025 00:00,15/07/2025 00:00,Medium
01/08/2025 00:00,SKU0051,Intermediates Grade C,Intermediates,litre,506,14,3,666,411,7148,"14,97",365,08/08/2025 00:00,16/08/2025 00:00,Medium
01/11/2024 00:00,SKU0052,Packaging Grade C,Packaging,litre,667,48,8,1366,521,8388,"0,5",365,08/11/2024 00:00,09/11/2024 00:00,High
01/12/2024 00:00,SKU0052,Packaging Grade C,Packaging,litre,259,48,12,143,242,8388,"0,5",365,08/12/2024 00:00,05/12/2024 00:00,High
01/01/2025 00:00,SKU0052,Packaging Grade C,Packaging,litre,603,48,13,137,423,8388,"0,5",365,08/01/2025 00:00,12/01/2025 00:00,High
01/02/2025 00:00,SKU0052,Packaging Grade C,Packaging,litre,917,48,8,855,1032,8388,"0,5",365,08/02/2025 00:00,09/02/2025 00:00,High
01/03/2025 00:00,SKU0052,Packaging Grade C,Packaging,litre,717,48,6,0,166,8388,"0,5",365,08/03/2025 00:00,16/03/2025 00:00,High
01/04/2025 00:00,SKU0052,Packaging Grade C,Packaging,litre,642,48,9,860,545,8388,"0,5",365,08/04/2025 00:00,16/04/2025 00:00,High
01/05/2025 00:00,SKU0052,Packaging Grade C,Packaging,litre,767,48,11,1035,97,8388,"0,5",365,08/05/2025 00:00,16/05/2025 00:00,High
01/06/2025 00:00,SKU0052,Packaging Grade C,Packaging,litre,901,48,6,1348,249,8388,"0,5",365,08/06/2025 00:00,09/06/2025 00:00,High
